number,name,type,height,weight,ThumbnailImage
211,Qwilfish,"['water', 'poison']",20.0,8.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/211.png
212,Scizor,"['bug', 'steel']",79.0,275.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/212.png
212,Scizor,"['bug', 'steel']",71.0,260.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/212.png
213,Shuckle,"['bug', 'rock']",24.0,45.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/213.png
214,Heracross,"['bug', 'fighting']",67.0,137.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/214.png
214,Heracross,"['bug', 'fighting']",59.0,119.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/214.png
215,Sneasel,"['dark', 'ice']",35.0,61.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/215.png
216,Teddiursa,['normal'],24.0,19.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/216.png
217,Ursaring,['normal'],71.0,277.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/217.png
218,Slugma,['fire'],28.0,77.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/218.png
219,Magcargo,"['fire', 'rock']",31.0,121.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/219.png
220,Swinub,"['ice', 'ground']",16.0,14.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/220.png
221,Piloswine,"['ice', 'ground']",43.0,123.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/221.png
222,Corsola,"['water', 'rock']",24.0,11.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/222.png
223,Remoraid,['water'],24.0,26.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/223.png
224,Octillery,['water'],35.0,62.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/224.png
225,Delibird,"['ice', 'flying']",35.0,35.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/225.png
226,Mantine,"['water', 'flying']",83.0,485.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/226.png
227,Skarmory,"['steel', 'flying']",67.0,111.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/227.png
228,Houndour,"['dark', 'fire']",24.0,23.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/228.png
229,Houndoom,"['dark', 'fire']",75.0,109.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/229.png
229,Houndoom,"['dark', 'fire']",55.0,77.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/229.png
230,Kingdra,"['water', 'dragon']",71.0,335.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/230.png
231,Phanpy,['ground'],20.0,73.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/231.png
232,Donphan,['ground'],43.0,264.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/232.png
233,Porygon2,['normal'],24.0,71.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/233.png
234,Stantler,['normal'],55.0,157.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/234.png
235,Smeargle,['normal'],47.0,127.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/235.png
236,Tyrogue,['fighting'],28.0,46.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/236.png
237,Hitmontop,['fighting'],55.0,105.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/237.png
238,Smoochum,"['ice', 'psychic']",16.0,13.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/238.png
239,Elekid,['electric'],24.0,51.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/239.png
240,Magby,['fire'],28.0,47.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/240.png
241,Miltank,['normal'],47.0,166.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/241.png
242,Blissey,['normal'],59.0,103.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/242.png
243,Raikou,['electric'],75.0,392.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/243.png
244,Entei,['fire'],83.0,436.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/244.png
245,Suicune,['water'],79.0,412.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/245.png
246,Larvitar,"['rock', 'ground']",24.0,158.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/246.png
247,Pupitar,"['rock', 'ground']",47.0,335.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/247.png
248,Tyranitar,"['rock', 'dark']",98.0,562.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/248.png
248,Tyranitar,"['rock', 'dark']",79.0,445.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/248.png
249,Lugia,"['psychic', 'flying']",205.0,476.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/249.png
250,Ho-Oh,"['fire', 'flying']",150.0,438.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/250.png
251,Celebi,"['psychic', 'grass']",24.0,11.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/251.png
252,Treecko,['grass'],20.0,11.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/252.png
253,Grovyle,['grass'],35.0,47.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/253.png
254,Sceptile,"['grass', 'dragon']",75.0,121.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/254.png
254,Sceptile,['grass'],67.0,115.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/254.png
255,Torchic,['fire'],16.0,5.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/255.png
256,Combusken,"['fire', 'fighting']",35.0,43.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/256.png
257,Blaziken,"['fire', 'fighting']",75.0,114.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/257.png
257,Blaziken,"['fire', 'fighting']",75.0,114.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/257.png
258,Mudkip,['water'],16.0,16.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/258.png
259,Marshtomp,"['water', 'ground']",28.0,61.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/259.png
260,Swampert,"['water', 'ground']",75.0,224.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/260.png
260,Swampert,"['water', 'ground']",59.0,180.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/260.png
261,Poochyena,['dark'],20.0,30.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/261.png
262,Mightyena,['dark'],39.0,81.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/262.png
263,Zigzagoon,['normal'],16.0,38.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/263.png
264,Linoone,['normal'],20.0,71.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/264.png
265,Wurmple,['bug'],12.0,7.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/265.png
266,Silcoon,['bug'],24.0,22.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/266.png
267,Beautifly,"['bug', 'flying']",39.0,62.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/267.png
268,Cascoon,['bug'],28.0,25.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/268.png
269,Dustox,"['bug', 'poison']",47.0,69.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/269.png
270,Lotad,"['water', 'grass']",20.0,5.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/270.png
271,Lombre,"['water', 'grass']",47.0,71.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/271.png
272,Ludicolo,"['water', 'grass']",59.0,121.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/272.png
273,Seedot,['grass'],20.0,8.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/273.png
274,Nuzleaf,"['grass', 'dark']",39.0,61.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/274.png
275,Shiftry,"['grass', 'dark']",51.0,131.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/275.png
276,Taillow,"['normal', 'flying']",12.0,5.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/276.png
277,Swellow,"['normal', 'flying']",28.0,43.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/277.png
278,Wingull,"['water', 'flying']",24.0,20.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/278.png
279,Pelipper,"['water', 'flying']",47.0,61.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/279.png
280,Ralts,"['psychic', 'fairy']",16.0,14.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/280.png
281,Kirlia,"['psychic', 'fairy']",31.0,44.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/281.png
282,Gardevoir,"['psychic', 'fairy']",63.0,106.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/282.png
282,Gardevoir,"['psychic', 'fairy']",63.0,106.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/282.png
283,Surskit,"['bug', 'water']",20.0,3.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/283.png
284,Masquerain,"['bug', 'flying']",31.0,7.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/284.png
285,Shroomish,['grass'],16.0,9.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/285.png
286,Breloom,"['grass', 'fighting']",47.0,86.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/286.png
287,Slakoth,['normal'],31.0,52.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/287.png
288,Vigoroth,['normal'],55.0,102.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/288.png
289,Slaking,['normal'],79.0,287.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/289.png
290,Nincada,"['bug', 'ground']",20.0,12.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/290.png
291,Ninjask,"['bug', 'flying']",31.0,26.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/291.png
292,Shedinja,"['bug', 'ghost']",31.0,2.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/292.png
293,Whismur,['normal'],24.0,35.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/293.png
294,Loudred,['normal'],39.0,89.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/294.png
295,Exploud,['normal'],59.0,185.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/295.png
296,Makuhita,['fighting'],39.0,190.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/296.png
297,Hariyama,['fighting'],91.0,559.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/297.png
298,Azurill,"['normal', 'fairy']",8.0,4.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/298.png
299,Nosepass,['rock'],39.0,213.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/299.png
300,Skitty,['normal'],24.0,24.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/300.png
301,Delcatty,['normal'],43.0,71.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/301.png
302,Sableye,"['dark', 'ghost']",20.0,354.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/302.png
302,Sableye,"['dark', 'ghost']",20.0,24.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/302.png
303,Mawile,"['steel', 'fairy']",39.0,51.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/303.png
303,Mawile,"['steel', 'fairy']",24.0,25.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/303.png
304,Aron,"['steel', 'rock']",16.0,132.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/304.png
305,Lairon,"['steel', 'rock']",35.0,264.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/305.png
306,Aggron,['steel'],87.0,870.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/306.png
306,Aggron,"['steel', 'rock']",83.0,793.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/306.png
307,Meditite,"['fighting', 'psychic']",24.0,24.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/307.png
308,Medicham,"['fighting', 'psychic']",51.0,69.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/308.png
308,Medicham,"['fighting', 'psychic']",51.0,69.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/308.png
309,Electrike,['electric'],24.0,33.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/309.png
310,Manectric,['electric'],71.0,97.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/310.png
310,Manectric,['electric'],59.0,88.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/310.png
311,Plusle,['electric'],16.0,9.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/311.png
312,Minun,['electric'],16.0,9.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/312.png
313,Volbeat,['bug'],28.0,39.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/313.png
314,Illumise,['bug'],24.0,39.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/314.png
315,Roselia,"['grass', 'poison']",12.0,4.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/315.png
316,Gulpin,['poison'],16.0,22.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/316.png
317,Swalot,['poison'],67.0,176.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/317.png
318,Carvanha,"['water', 'dark']",31.0,45.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/318.png
319,Sharpedo,"['water', 'dark']",98.0,287.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/319.png
319,Sharpedo,"['water', 'dark']",71.0,195.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/319.png
320,Wailmer,['water'],79.0,286.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/320.png
321,Wailord,['water'],571.0,877.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/321.png
322,Numel,"['fire', 'ground']",28.0,52.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/322.png
323,Camerupt,"['fire', 'ground']",98.0,706.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/323.png
323,Camerupt,"['fire', 'ground']",75.0,485.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/323.png
324,Torkoal,['fire'],20.0,177.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/324.png
325,Spoink,['psychic'],28.0,67.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/325.png
326,Grumpig,['psychic'],35.0,157.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/326.png
327,Spinda,['normal'],43.0,11.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/327.png
328,Trapinch,['ground'],28.0,33.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/328.png
329,Vibrava,"['ground', 'dragon']",43.0,33.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/329.png
330,Flygon,"['ground', 'dragon']",79.0,180.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/330.png
331,Cacnea,['grass'],16.0,113.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/331.png
332,Cacturne,"['grass', 'dark']",51.0,170.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/332.png
333,Swablu,"['normal', 'flying']",16.0,2.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/333.png
334,Altaria,"['dragon', 'fairy']",59.0,45.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/334.png
334,Altaria,"['dragon', 'flying']",43.0,45.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/334.png
335,Zangoose,['normal'],51.0,88.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/335.png
336,Seviper,['poison'],106.0,115.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/336.png
337,Lunatone,"['rock', 'psychic']",39.0,370.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/337.png
338,Solrock,"['rock', 'psychic']",47.0,339.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/338.png
339,Barboach,"['water', 'ground']",16.0,4.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/339.png
340,Whiscash,"['water', 'ground']",35.0,52.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/340.png
341,Corphish,['water'],24.0,25.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/341.png
342,Crawdaunt,"['water', 'dark']",43.0,72.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/342.png
343,Baltoy,"['ground', 'psychic']",20.0,47.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/343.png
344,Claydol,"['ground', 'psychic']",59.0,238.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/344.png
345,Lileep,"['rock', 'grass']",39.0,52.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/345.png
346,Cradily,"['rock', 'grass']",59.0,133.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/346.png
347,Anorith,"['rock', 'bug']",28.0,27.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/347.png
348,Armaldo,"['rock', 'bug']",59.0,150.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/348.png
349,Feebas,['water'],24.0,16.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/349.png
350,Milotic,['water'],244.0,357.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/350.png
351,Castform,['ice'],12.0,1.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/351.png
351,Castform,['water'],12.0,1.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/351.png
351,Castform,['fire'],12.0,1.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/351.png
351,Castform,['normal'],12.0,1.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/351.png
352,Kecleon,['normal'],39.0,48.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/352.png
353,Shuppet,['ghost'],24.0,5.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/353.png
354,Banette,['ghost'],47.0,28.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/354.png
354,Banette,['ghost'],43.0,27.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/354.png
355,Duskull,['ghost'],31.0,33.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/355.png
356,Dusclops,['ghost'],63.0,67.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/356.png
357,Tropius,"['grass', 'flying']",79.0,220.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/357.png
358,Chimecho,['psychic'],24.0,2.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/358.png
359,Absol,['dark'],47.0,108.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/359.png
359,Absol,['dark'],47.0,103.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/359.png
360,Wynaut,['psychic'],24.0,30.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/360.png
361,Snorunt,['ice'],28.0,37.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/361.png
362,Glalie,['ice'],83.0,772.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/362.png
362,Glalie,['ice'],59.0,565.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/362.png
363,Spheal,"['ice', 'water']",31.0,87.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/363.png
364,Sealeo,"['ice', 'water']",43.0,193.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/364.png
365,Walrein,"['ice', 'water']",55.0,332.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/365.png
366,Clamperl,['water'],16.0,115.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/366.png
367,Huntail,['water'],67.0,59.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/367.png
368,Gorebyss,['water'],71.0,49.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/368.png
369,Relicanth,"['water', 'rock']",39.0,51.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/369.png
370,Luvdisc,['water'],24.0,19.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/370.png
371,Bagon,['dragon'],24.0,92.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/371.png
372,Shelgon,['dragon'],43.0,243.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/372.png
373,Salamence,"['dragon', 'flying']",71.0,248.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/373.png
373,Salamence,"['dragon', 'flying']",59.0,226.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/373.png
374,Beldum,"['steel', 'psychic']",24.0,209.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/374.png
375,Metang,"['steel', 'psychic']",47.0,446.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/375.png
376,Metagross,"['steel', 'psychic']",98.0,2078.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/376.png
376,Metagross,"['steel', 'psychic']",63.0,1212.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/376.png
377,Regirock,['rock'],67.0,507.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/377.png
378,Regice,['ice'],71.0,385.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/378.png
379,Registeel,['steel'],75.0,451.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/379.png
380,Latias,"['dragon', 'psychic']",71.0,114.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/380.png
380,Latias,"['dragon', 'psychic']",55.0,88.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/380.png
381,Latios,"['dragon', 'psychic']",91.0,154.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/381.png
381,Latios,"['dragon', 'psychic']",79.0,132.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/381.png
382,Kyogre,['water'],386.0,948.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/382.png
382,Kyogre,['water'],177.0,776.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/382.png
383,Groudon,"['ground', 'fire']",197.0,2204.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/383.png
383,Groudon,['ground'],138.0,2094.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/383.png
384,Rayquaza,"['dragon', 'flying']",425.0,864.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/384.png
384,Rayquaza,"['dragon', 'flying']",276.0,455.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/384.png
385,Jirachi,"['steel', 'psychic']",12.0,2.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/385.png
386,Deoxys,['psychic'],67.0,134.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/386.png
386,Deoxys,['psychic'],67.0,134.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/386.png
386,Deoxys,['psychic'],67.0,134.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/386.png
386,Deoxys,['psychic'],67.0,134.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/386.png
387,Turtwig,['grass'],16.0,22.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/387.png
388,Grotle,['grass'],43.0,213.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/388.png
389,Torterra,"['grass', 'ground']",87.0,683.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/389.png
390,Chimchar,['fire'],20.0,13.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/390.png
391,Monferno,"['fire', 'fighting']",35.0,48.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/391.png
392,Infernape,"['fire', 'fighting']",47.0,121.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/392.png
393,Piplup,['water'],16.0,11.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/393.png
394,Prinplup,['water'],31.0,50.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/394.png
395,Empoleon,"['water', 'steel']",67.0,186.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/395.png
396,Starly,"['normal', 'flying']",12.0,4.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/396.png
397,Staravia,"['normal', 'flying']",24.0,34.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/397.png
398,Staraptor,"['normal', 'flying']",47.0,54.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/398.png
399,Bidoof,['normal'],20.0,44.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/399.png
400,Bibarel,"['normal', 'water']",39.0,69.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/400.png
401,Kricketot,['bug'],12.0,4.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/401.png
402,Kricketune,['bug'],39.0,56.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/402.png
403,Shinx,['electric'],20.0,20.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/403.png
404,Luxio,['electric'],35.0,67.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/404.png
405,Luxray,['electric'],55.0,92.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/405.png
406,Budew,"['grass', 'poison']",8.0,2.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/406.png
407,Roserade,"['grass', 'poison']",35.0,32.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/407.png
408,Cranidos,['rock'],35.0,69.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/408.png
409,Rampardos,['rock'],63.0,226.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/409.png
410,Shieldon,"['rock', 'steel']",20.0,125.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/410.png
411,Bastiodon,"['rock', 'steel']",51.0,329.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/411.png
412,Burmy,['bug'],8.0,7.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/412.png
412,Burmy,['bug'],8.0,7.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/412.png
412,Burmy,['bug'],8.0,7.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/412.png
413,Wormadam,"['bug', 'steel']",20.0,14.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/413.png
413,Wormadam,"['bug', 'ground']",20.0,14.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/413.png
413,Wormadam,"['bug', 'grass']",20.0,14.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/413.png
414,Mothim,"['bug', 'flying']",35.0,51.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/414.png
415,Combee,"['bug', 'flying']",12.0,12.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/415.png
416,Vespiquen,"['bug', 'flying']",47.0,84.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/416.png
417,Pachirisu,['electric'],16.0,8.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/417.png
418,Buizel,['water'],28.0,65.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/418.png
419,Floatzel,['water'],43.0,73.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/419.png
420,Cherubi,['grass'],16.0,7.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/420.png
